,Brand,ModelName,ModelID,Color,Transmission,mileage,Price,bodyTypeName,FuelType,SellerState,MSRP,DaysOnMarket,OwnerCount,AccidentCount,Alloy Wheels,Backup Camera,Bluetooth,Heated Seats,Navigation System,Leather Seats,Blind Spot Monitoring,Sunroof/Moonroof,Remote Start,CarPlay,Android Auto,Parking Sensors,Adaptive Cruise Control,YearOld,id
1828,Hyundai,Sonata,d96,GRAY,Automatic,7298.0,33979.0,Sedan,Gasoline,IL,,160,1.0,0.0,1,1,1,1,1,1,1,1,1,1,1,0,1,2,1828
1829,RAM,1500,d2110,BLUE,Automatic,162019.0,10900.0,Pickup Truck,Gasoline,IN,,19,4.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1829
1830,Buick,Encore GX,d2901,RED,Automatic,13770.0,33995.0,SUV / Crossover,Gasoline,IN,33995.0,50,1.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1830
1831,Chevrolet,Equinox,d616,BLACK,Automatic,97411.0,13995.0,SUV / Crossover,Gasoline,IN,,16,3.0,0.0,1,1,1,0,1,0,0,0,0,0,0,0,0,7,1831
1832,Toyota,Highlander,d298,SILVER,Automatic,31552.0,41762.0,SUV / Crossover,Gasoline,IN,,16,1.0,0.0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1832
1833,Lexus,NX,d2616,SILVER,Automatic,35115.0,37995.0,SUV / Crossover,Gasoline,IL,,67,2.0,0.0,1,1,1,1,1,1,1,1,0,1,0,1,1,4,1833
1834,Jeep,Wrangler Unlimited,d2412,SILVER,Automatic,83907.0,32624.0,SUV / Crossover,Gasoline,IL,,84,1.0,0.0,1,0,1,1,0,0,0,0,1,0,0,0,0,4,1834
1835,Ford,Ranger,d354,BLUE,Automatic,23182.0,40498.0,Pickup Truck,Gasoline,IL,,190,1.0,0.0,1,1,1,1,1,1,1,0,1,1,1,1,1,3,1835
1836,Lincoln,MKZ,d974,UNKNOWN,Automatic,64399.0,25995.0,Sedan,Gasoline,IL,,11,2.0,1.0,1,1,1,1,1,1,1,1,1,0,0,1,0,5,1836
1837,Ford,F-150,d337,SILVER,Automatic,7284.0,50997.0,Pickup Truck,Gasoline,IL,,36,1.0,0.0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1837
1838,Ford,F-150,d337,BLACK,Automatic,45730.0,38962.0,Pickup Truck,Gasoline,IL,,26,,0.0,1,1,0,1,0,0,0,0,1,0,0,0,0,4,1838
1839,Honda,CR-V,d589,UNKNOWN,N/A,37426.0,31768.0,SUV / Crossover,Gasoline,IL,,20,2.0,0.0,0,1,1,1,0,0,1,1,1,1,1,0,0,3,1839
1840,Jeep,Compass,d905,GRAY,Automatic,26887.0,26971.0,SUV / Crossover,Gasoline,IL,,257,3.0,0.0,1,1,1,1,0,1,0,0,1,0,0,0,0,2,1840
1841,GMC,Terrain,d2042,BLACK,Automatic,41185.0,29940.0,SUV / Crossover,Gasoline,IL,,106,2.0,0.0,1,1,1,1,1,1,1,1,1,0,0,1,0,5,1841
1842,Chevrolet,Silverado 1500,d630,BLACK,Automatic,167802.0,24962.0,Pickup Truck,Gasoline,IL,,96,1.0,0.0,1,1,1,0,1,0,0,0,0,0,0,0,0,7,1842
1843,Jeep,Patriot,d906,SILVER,CVT,112107.0,8462.0,SUV / Crossover,Gasoline,IL,,11,2.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,1843
1844,Honda,Pilot,d594,BLACK,Automatic,93628.0,28392.0,SUV / Crossover,Gasoline,IL,,57,1.0,0.0,1,1,1,1,0,1,0,1,1,0,0,0,0,5,1844
1845,Ford,Explorer,d334,BLACK,Automatic,42317.0,35797.0,SUV / Crossover,Gasoline,IL,,119,1.0,0.0,1,1,0,1,1,0,0,1,0,1,1,0,1,4,1845
1846,Honda,Fit,d744,GRAY,Manual,160289.0,12500.0,Hatchback,Gasoline,IL,,23,1.0,0.0,1,1,0,0,0,0,0,1,0,0,0,0,0,5,1846
1847,Chevrolet,Equinox,d616,BLUE,Automatic,33240.0,27971.0,SUV / Crossover,Gasoline,IL,,35,1.0,0.0,1,1,1,0,0,0,0,0,0,1,1,0,0,2,1847
1848,Ford,Bronco Sport,d3094,BLACK,Automatic,2079.0,33990.0,SUV / Crossover,Gasoline,IL,,37,1.0,0.0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1848
1849,RAM,1500,d2110,RED,Automatic,5543.0,55962.0,Pickup Truck,Gasoline,IL,,21,1.0,0.0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1849
1850,Chevrolet,Traverse,d1521,WHITE,Automatic,19397.0,41950.0,SUV / Crossover,Gasoline,IL,,8,1.0,0.0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1850
1851,Chevrolet,Silverado 1500,d630,BLACK,Automatic,44866.0,39690.0,Pickup Truck,Gasoline,IL,,37,1.0,0.0,1,1,1,1,1,1,0,0,0,0,0,0,0,4,1851
1852,Jeep,Gladiator,d2021,WHITE,Automatic,32501.0,46991.0,Pickup Truck,Gasoline,IL,,36,1.0,0.0,1,1,1,0,1,0,0,0,0,1,1,0,0,2,1852
1853,Ford,F-150,d337,GRAY,Automatic,121855.0,26962.0,Pickup Truck,Gasoline,IL,,243,1.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,1853
1854,Chevrolet,Silverado 1500,d630,WHITE,Automatic,67984.0,34859.0,Pickup Truck,Gasoline,IL,,10,2.0,0.0,1,1,1,0,0,0,0,0,1,0,0,0,0,4,1854
1855,Chevrolet,Cruze,d2076,RED,Automatic,55465.0,13995.0,Sedan,Gasoline,IL,,0,2.0,0.0,1,1,1,1,1,0,0,0,0,0,0,0,0,5,1855
1856,Jeep,Patriot,d906,WHITE,N/A,62242.0,16995.0,SUV / Crossover,Gasoline,IL,16995.0,72,3.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,7,1856
1857,Chevrolet,Silverado 1500,d630,SILVER,Automatic,90465.0,38300.0,Pickup Truck,Gasoline,IL,38300.0,22,1.0,0.0,1,1,1,1,0,1,0,0,1,0,0,0,0,4,1857
1858,Jeep,Wrangler,d494,SILVER,Automatic,117316.0,18950.0,SUV / Crossover,Gasoline,IL,,21,4.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1858
1859,Ford,Explorer,d334,BLACK,Automatic,24523.0,39486.0,SUV / Crossover,Gasoline,IL,,181,1.0,0.0,0,1,1,1,1,0,1,1,1,0,0,1,0,3,1859
1860,Ford,F-150,d337,WHITE,N/A,34029.0,38946.0,Pickup Truck,Gasoline,IL,,111,1.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1860
1861,Toyota,Tundra,d313,GRAY,Automatic,65212.0,42950.0,Pickup Truck,Gasoline,IL,,182,1.0,0.0,0,1,1,1,1,1,0,1,0,0,0,0,0,5,1861
1862,GMC,Sierra 1500,d116,UNKNOWN,Automatic,50851.0,42990.0,Pickup Truck,Gasoline,IL,42990.0,134,1.0,0.0,1,1,1,1,1,1,0,0,1,0,0,1,0,4,1862
1863,Cadillac,Escalade,d142,UNKNOWN,Automatic,29157.0,68989.0,SUV / Crossover,Gasoline,IL,,173,1.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0,3,1863
1864,Ford,Escape,d330,BLUE,Automatic,8789.0,30992.0,SUV / Crossover,Gasoline,IL,32990.0,106,1.0,0.0,1,1,1,1,0,1,0,0,1,1,1,1,0,3,1864
1865,Chevrolet,Spark,d2008,GRAY,Automatic,17766.0,17486.0,Hatchback,Gasoline,IL,,46,1.0,0.0,1,1,1,0,1,0,0,0,0,1,1,0,0,5,1865
1866,Nissan,Titan,d251,RED,Automatic,17837.0,34950.0,Pickup Truck,Gasoline,IL,,162,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1866
1867,Nissan,Rogue,d1047,GRAY,CVT,8870.0,30550.0,SUV / Crossover,Gasoline,IL,,65,,0.0,1,1,1,1,0,0,1,0,1,1,1,1,0,2,1867
1868,Ford,F-150,d337,BLUE,Automatic,23625.0,43498.0,Pickup Truck,Gasoline,IL,,126,1.0,1.0,1,1,1,0,1,0,0,0,1,1,1,0,0,3,1868
1869,GMC,Sierra 1500,d116,WHITE,Automatic,33946.0,56990.0,Pickup Truck,Gasoline,IL,58990.0,131,3.0,0.0,1,1,1,1,1,0,1,1,1,1,1,1,0,3,1869
1870,Chevrolet,Equinox,d616,WHITE,Automatic,30131.0,28692.0,SUV / Crossover,Gasoline,IL,29990.0,300,1.0,0.0,1,1,1,0,0,0,0,0,0,1,1,0,0,3,1870
1871,Ford,Ranger,d354,BLACK,Automatic,13992.0,42992.0,Pickup Truck,Gasoline,IL,45990.0,36,1.0,0.0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1871
1872,GMC,Yukon XL,d132,RED,Automatic,178416.0,27592.0,SUV / Crossover,Gasoline,IL,29990.0,44,1.0,0.0,1,1,1,1,1,1,1,1,1,0,0,0,1,7,1872
1873,Chevrolet,Silverado 1500,d630,SILVER,Automatic,88039.0,31900.0,Pickup Truck,Gasoline,KY,33800.0,184,1.0,1.0,1,1,1,1,1,0,0,0,1,0,0,0,0,5,1873
1874,Ford,Escape,d330,WHITE,Automatic,11809.0,28945.0,SUV / Crossover,Gasoline,MO,,192,1.0,0.0,1,1,1,1,1,0,1,0,1,1,1,0,1,2,1874
1875,Tesla,Model Y,d3044,GRAY,Automatic,22080.0,63995.0,SUV / Crossover,Electric,KY,63995.0,49,1.0,0.0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1875
1876,Acura,RDX,d921,WHITE,Automatic,99872.0,23880.0,SUV / Crossover,Gasoline,KY,,25,1.0,0.0,1,1,1,1,1,1,1,1,0,0,0,0,0,5,1876
1877,Chevrolet,Silverado 1500,d630,BLACK,Automatic,21570.0,59995.0,Pickup Truck,Gasoline,KY,59995.0,55,1.0,0.0,1,1,1,1,1,1,1,1,1,0,0,0,0,2,1877
1878,GMC,Sierra 1500,d116,WHITE,Automatic,62423.0,39995.0,Pickup Truck,Gasoline,KY,39995.0,111,2.0,0.0,0,1,1,1,1,1,0,0,1,0,0,1,0,4,1878
1879,Honda,CR-V,d589,RED,CVT,61541.0,26900.0,SUV / Crossover,Gasoline,KY,26900.0,215,1.0,0.0,1,1,1,1,0,1,1,1,1,1,1,0,1,4,1879
1880,Toyota,4Runner,d290,WHITE,Automatic,52601.0,39487.0,SUV / Crossover,Gasoline,MO,,62,2.0,0.0,1,1,0,1,1,0,0,1,0,0,0,0,0,6,1880
1881,Honda,Odyssey,d592,WHITE,Automatic,30418.0,40995.0,Minivan,Gasoline,KY,,16,1.0,0.0,1,1,0,1,1,0,0,1,0,1,1,0,0,2,1881
1882,Volkswagen,Tiguan,d1104,UNKNOWN,Automatic,72031.0,18900.0,SUV / Crossover,Gasoline,KY,19700.0,203,2.0,1.0,0,1,1,1,1,1,0,1,1,1,1,0,0,5,1882
1883,Chrysler,Pacifica,d177,GRAY,Automatic,98313.0,26987.0,Minivan,Gasoline,MO,,6,1.0,1.0,1,1,1,1,0,0,1,0,1,1,1,0,0,3,1883
1884,RAM,1500,d2110,RED,Automatic,57750.0,36498.0,Pickup Truck,Gasoline,MO,,263,2.0,1.0,1,1,1,0,0,0,0,0,0,0,0,1,0,5,1884
1885,Chevrolet,Silverado 1500,d630,SILVER,Automatic,31851.0,44545.0,Pickup Truck,Gasoline,MO,,111,1.0,0.0,1,1,1,1,0,0,0,0,0,1,1,0,0,3,1885
1886,Audi,Q5,d1988,SILVER,Automatic,72884.0,24716.0,SUV / Crossover,Flex Fuel Vehicle,MO,,49,2.0,0.0,0,1,1,0,1,1,0,1,0,0,0,0,0,7,1886
1887,Honda,Civic,d586,SILVER,CVT,139355.0,13152.0,Sedan,Gasoline,MO,,49,1.0,0.0,1,1,1,0,0,0,0,1,0,0,0,0,0,8,1887
1888,Chevrolet,Silverado 1500,d630,GRAY,Automatic,17001.0,46987.0,Pickup Truck,Gasoline,MO,,36,1.0,0.0,1,1,1,1,0,0,0,0,0,1,1,0,0,3,1888
1889,GMC,Yukon XL,d132,RED,Automatic,50080.0,54987.0,SUV / Crossover,Gasoline,MO,,12,1.0,0.0,1,1,1,1,1,1,1,1,1,1,1,0,1,3,1889
1890,GMC,Sierra 1500,d116,WHITE,Automatic,25504.0,40856.0,Pickup Truck,Gasoline,MO,,218,3.0,0.0,1,1,1,1,1,1,0,0,1,0,0,0,0,5,1890
1891,Chevrolet,Equinox,d616,SILVER,Automatic,50893.0,26500.0,SUV / Crossover,Gasoline,IL,,9,1.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1891
1892,Dodge,Grand Caravan,d653,WHITE,Automatic,67236.0,27791.0,Minivan,Flex Fuel Vehicle,IL,27995.0,29,1.0,0.0,1,1,1,0,0,1,0,0,1,0,0,0,0,3,1892
1893,Jeep,Wrangler Unlimited,d2412,BLUE,Automatic,96557.0,28500.0,SUV / Crossover,Gasoline,IL,,181,2.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,7,1893
1894,Chevrolet,Silverado 1500,d630,BLACK,Automatic,46359.0,44888.0,Pickup Truck,Gasoline,IL,,62,1.0,0.0,1,1,1,1,1,1,0,0,1,0,0,0,0,4,1894
1895,Ford,Escape,d330,BLUE,Automatic,89343.0,17900.0,SUV / Crossover,Gasoline,IL,,89,1.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,5,1895
1896,Chevrolet,Equinox,d616,GRAY,Automatic,50404.0,21777.0,SUV / Crossover,Gasoline,IL,,19,1.0,0.0,1,1,1,0,1,0,0,0,0,0,0,0,0,5,1896
1897,Jeep,Wrangler Unlimited,d2412,SILVER,N/A,46015.0,35977.0,SUV / Crossover,Gasoline,IL,35977.0,19,2.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,4,1897
1898,Ford,Escape,d330,WHITE,Automatic,34991.0,27550.0,SUV / Crossover,Gasoline,IL,,39,1.0,0.0,1,1,1,1,0,0,0,0,1,0,0,0,0,3,1898
1899,Lincoln,MKC,d2259,SILVER,Automatic,19775.0,35980.0,SUV / Crossover,Gasoline,IL,,33,1.0,0.0,1,1,1,1,1,1,1,1,1,1,1,0,0,3,1899
1900,Mitsubishi,Mirage G4,d2420,GRAY,CVT,19745.0,17505.0,Sedan,Gasoline,IL,17505.0,33,1.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1900
1901,Volkswagen,Atlas,d2507,RED,Automatic,31731.0,34994.0,SUV / Crossover,Gasoline,IL,,58,1.0,1.0,1,1,1,1,0,0,1,0,1,0,0,0,0,4,1901
1902,Dodge,Durango,d651,SILVER,Automatic,80309.0,34994.0,SUV / Crossover,Gasoline,IL,,92,3.0,0.0,1,1,1,1,0,0,0,0,1,1,1,1,0,4,1902
1903,Ford,Edge,d923,BLACK,Automatic,15150.0,35973.0,SUV / Crossover,Gasoline,IL,,205,2.0,0.0,1,1,1,1,1,0,1,0,1,1,1,1,0,3,1903
1904,GMC,Sierra 1500,d116,RED,Automatic,88734.0,46495.0,Pickup Truck,Gasoline,IL,,48,2.0,0.0,1,1,1,1,1,0,0,0,1,0,0,0,0,3,1904
1905,Nissan,Maxima,d242,RED,CVT,30412.0,34444.0,Sedan,Gasoline,IL,,109,1.0,0.0,1,1,1,1,1,1,1,1,1,1,1,0,1,3,1905
1906,Chevrolet,Equinox,d616,BLUE,Automatic,20878.0,26994.0,SUV / Crossover,Gasoline,IL,,88,2.0,0.0,1,1,1,0,0,0,0,0,0,1,1,0,0,2,1906
1907,Kia,Forte,d2043,SILVER,Automatic,135459.0,5997.0,Sedan,Gasoline,IL,7125.0,9,2.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,1907
1908,Nissan,Altima,d237,BLUE,CVT,35871.0,26994.0,Sedan,Gasoline,IL,,9,1.0,0.0,1,1,1,1,0,0,1,1,1,1,1,0,1,3,1908
1909,Jeep,Wrangler Unlimited,d2412,GREEN,Manual,10810.0,36995.0,SUV / Crossover,Gasoline,IL,,9,2.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1909
1910,Ford,F-150,d337,BLACK,Automatic,200354.0,10995.0,Pickup Truck,Gasoline,IL,,233,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1910
1911,MINI,Countryman,d2098,RED,Automatic,27519.0,26694.0,SUV / Crossover,Gasoline,IL,,290,2.0,0.0,1,1,1,1,0,0,0,1,0,0,0,0,0,4,1911
1912,Chevrolet,Blazer,d602,RED,Automatic,19808.0,31995.0,SUV / Crossover,Gasoline,IL,,145,1.0,0.0,1,1,1,0,0,0,0,0,0,1,1,0,0,3,1912
1913,Chevrolet,Equinox,d616,GRAY,Automatic,99694.0,17175.0,SUV / Crossover,Gasoline,IL,,76,1.0,1.0,1,1,1,1,1,0,0,0,0,0,0,0,0,6,1913
1914,Chevrolet,Impala,d619,BLACK,Automatic,69484.0,23723.0,Sedan,Flex Fuel Vehicle,IL,,51,3.0,0.0,1,1,1,0,0,1,0,0,1,0,0,0,0,4,1914
1915,Toyota,4Runner,d290,BLACK,Automatic,54818.0,36871.0,SUV / Crossover,Gasoline,IL,,145,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1915
1916,Dodge,Grand Caravan,d653,GRAY,Automatic,109012.0,21950.0,Minivan,Flex Fuel Vehicle,IL,,76,1.0,0.0,1,1,1,0,0,0,0,0,1,0,0,0,0,3,1916
1917,Chevrolet,Silverado 1500,d630,RED,Automatic,32612.0,38744.0,Pickup Truck,Gasoline,IL,,240,1.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,4,1917
1918,Chevrolet,Silverado 1500,d630,BROWN,Automatic,6434.0,46995.0,Pickup Truck,Gasoline,IL,,1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1918
1919,Chevrolet,Equinox,d616,GRAY,Automatic,70183.0,19825.0,SUV / Crossover,Gasoline,IL,,76,2.0,1.0,1,1,1,1,1,0,0,0,0,0,0,0,0,5,1919
1920,GMC,Sierra 1500,d116,RED,Automatic,21180.0,56732.0,Pickup Truck,Gasoline,IL,57995.0,36,1.0,0.0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1920
1921,Dodge,Charger,d733,BLACK,Automatic,47168.0,41969.0,Sedan,Gasoline,IL,,48,2.0,0.0,1,1,1,1,0,0,1,0,1,0,0,1,0,2,1921
1922,Chrysler,Pacifica,d177,GRAY,Automatic,46656.0,32904.0,Minivan,Gasoline,IL,,28,1.0,0.0,1,1,1,0,0,0,1,0,1,0,0,1,0,2,1922
1923,Jeep,Compass,d905,RED,Automatic,55750.0,13086.0,SUV / Crossover,Gasoline,IL,,17,2.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1923
1924,RAM,1500,d2110,RED,Automatic,26675.0,47195.0,Pickup Truck,Gasoline,IL,47495.0,57,1.0,0.0,1,1,1,1,0,0,0,0,1,1,0,1,0,2,1924
1925,Honda,CR-V,d589,RED,CVT,11914.0,32144.0,SUV / Crossover,Gasoline,IL,,204,1.0,1.0,0,1,1,1,0,0,1,1,0,1,1,0,0,3,1925
1926,Ford,Edge,d923,UNKNOWN,Automatic,20300.0,35486.0,SUV / Crossover,Gasoline,IL,,73,2.0,0.0,1,1,1,1,1,0,1,0,1,1,1,1,1,3,1926
1927,Ford,Escape,d330,BLACK,Automatic,12349.0,28992.0,SUV / Crossover,Gasoline,IL,30990.0,169,1.0,0.0,1,1,0,1,0,0,0,0,0,1,1,0,1,2,1927
1928,Ford,Edge,d923,BLUE,Automatic,53705.0,33912.0,SUV / Crossover,Gasoline,IL,35990.0,64,2.0,1.0,1,0,0,1,1,0,1,1,0,1,1,1,1,3,1928
1929,Chevrolet,Equinox,d616,WHITE,Automatic,30361.0,26786.0,SUV / Crossover,Gasoline,IL,,99,1.0,0.0,1,1,1,1,0,1,1,0,1,1,1,1,0,4,1929
1930,Chevrolet,Traverse,d1521,RED,Automatic,90428.0,17304.0,SUV / Crossover,Gasoline,IL,,58,3.0,0.0,1,1,1,0,1,0,0,0,1,0,0,0,0,7,1930
1931,RAM,1500,d2110,RED,Automatic,118415.0,23686.0,Pickup Truck,Gasoline,IL,,78,3.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,8,1931
1932,RAM,1500,d2110,BLACK,Automatic,97058.0,28999.0,Pickup Truck,Gasoline,IL,,27,4.0,0.0,0,1,1,1,1,1,0,1,0,0,0,0,0,9,1932
1933,Chevrolet,Silverado 2500HD,d634,RED,Automatic,59182.0,50990.0,Pickup Truck,Flex Fuel Vehicle,IL,,50,1.0,1.0,0,1,1,1,1,1,0,1,1,0,0,1,0,5,1933
1934,Lincoln,Nautilus,d2680,RED,Automatic,24612.0,47486.0,SUV / Crossover,Gasoline,IL,,110,1.0,0.0,0,1,1,0,1,0,1,1,1,1,1,1,1,3,1934
1935,Ford,Edge,d923,UNKNOWN,Automatic,41914.0,33995.0,SUV / Crossover,Gasoline,IL,,13,1.0,0.0,1,1,1,1,0,0,1,0,1,1,1,0,0,2,1935
1936,Buick,Encore,d2128,BLUE,Automatic,50465.0,22442.0,SUV / Crossover,Gasoline,IL,,27,1.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,1936
1937,Ford,F-150,d337,WHITE,N/A,26609.0,43986.0,Pickup Truck,Gasoline,IL,,75,1.0,0.0,0,1,1,1,1,1,0,0,1,0,0,0,0,3,1937
1938,Ford,F-150,d337,BLUE,N/A,24154.0,44886.0,Pickup Truck,Gasoline,IL,,95,1.0,0.0,0,1,1,1,1,1,0,1,1,0,0,0,0,3,1938
1939,Ford,Fusion,d845,GRAY,Automatic,6633.0,24886.0,Sedan,Gasoline,IL,,68,1.0,0.0,0,1,1,0,0,0,1,0,1,0,0,0,0,2,1939
1940,Dodge,Challenger,d894,WHITE,N/A,28229.0,55075.0,Coupe,Gasoline,IL,,76,1.0,0.0,1,1,1,1,1,1,1,0,1,0,0,1,0,6,1940
1941,Dodge,Charger,d733,GRAY,Automatic,1219.0,35990.0,Sedan,Gasoline,IL,38990.0,169,1.0,0.0,1,1,1,1,0,0,0,0,1,1,1,0,0,3,1941
1942,Ford,F-150,d337,GRAY,Automatic,38276.0,34992.0,Pickup Truck,Gasoline,IL,36990.0,7,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1942
1943,Toyota,Yaris iA,d2566,BLUE,N/A,54940.0,15597.0,Sedan,Gasoline,IL,,76,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1943
1944,Chevrolet,Colorado,d614,RED,Automatic,57441.0,31918.0,Pickup Truck,Gasoline,IL,,208,1.0,1.0,1,1,1,1,0,1,0,0,1,1,1,0,0,4,1944
1945,Volkswagen,Passat,d202,GRAY,Automatic,46331.0,18990.0,Sedan,Gasoline,IL,,20,2.0,0.0,1,1,1,1,0,0,1,0,0,0,0,0,0,5,1945
1946,Dodge,Grand Caravan,d653,UNKNOWN,Automatic,77325.0,20904.0,Minivan,Flex Fuel Vehicle,IL,,28,1.0,0.0,0,1,1,0,0,1,0,0,1,0,0,0,0,4,1946
1947,Ford,F-250 Super Duty,d341,RED,Automatic,60928.0,62990.0,Pickup Truck,Biodiesel,IL,,82,1.0,0.0,1,1,0,0,0,0,0,0,0,1,1,1,0,3,1947
1948,Jeep,Wrangler Unlimited,d2412,GRAY,Automatic,35417.0,39988.0,SUV / Crossover,Gasoline,IL,,130,1.0,0.0,1,1,1,1,1,1,0,0,1,1,1,0,0,4,1948
1949,Chevrolet,Malibu,d622,BLACK,Automatic,57461.0,19309.0,Sedan,Gasoline,IL,19309.0,7,1.0,0.0,1,1,1,0,1,1,1,0,0,1,1,1,0,5,1949
1950,Ford,Edge,d923,BLACK,Automatic,66844.0,28257.0,SUV / Crossover,Gasoline,IL,31196.0,49,2.0,0.0,1,1,1,1,0,0,0,0,0,1,1,1,0,3,1950
1951,Toyota,RAV4,d306,SILVER,Automatic,21194.0,27991.0,SUV / Crossover,Gasoline,IL,32190.0,16,1.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,1951
1952,Chevrolet,Equinox,d616,WHITE,Automatic,26512.0,22994.0,SUV / Crossover,Gasoline,IL,,244,1.0,0.0,1,1,1,0,0,0,0,0,0,1,1,0,0,3,1952
1953,Subaru,Outback,d380,GRAY,CVT,19998.0,30994.0,Wagon,Gasoline,IL,35643.0,69,1.0,0.0,1,1,1,1,1,1,1,1,0,0,0,0,1,3,1953
1954,Land Rover,Range Rover,d156,BLACK,Automatic,58842.0,85990.0,SUV / Crossover,Gasoline,IL,85990.0,22,3.0,0.0,1,1,1,1,1,0,1,1,0,1,0,0,1,3,1954
1955,Chevrolet,Silverado 1500,d630,SILVER,Automatic,52249.0,29298.0,Pickup Truck,Gasoline,IL,,267,2.0,1.0,1,1,1,0,1,0,0,0,0,1,1,0,0,6,1955
1956,Honda,CR-V,d589,WHITE,Automatic,93954.0,17600.0,SUV / Crossover,Gasoline,IL,19800.0,50,2.0,0.0,1,1,1,1,0,0,0,1,1,0,0,0,0,8,1956
1957,Buick,Verano,d2119,WHITE,Automatic,100651.0,10904.0,Sedan,Flex Fuel Vehicle,IL,,23,2.0,0.0,0,1,1,0,0,0,0,0,1,0,0,1,0,9,1957
1958,Chevrolet,Silverado 2500HD,d634,BLUE,Automatic,59833.0,39900.0,Pickup Truck,Flex Fuel Vehicle,IL,,103,1.0,0.0,1,1,1,1,1,1,0,0,1,0,0,1,0,7,1958
1959,Mazda,CX-5,d2133,BLACK,Automatic,5648.0,32495.0,SUV / Crossover,Gasoline,IL,36295.0,33,1.0,0.0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1959
1960,Chevrolet,Corvette,d1,YELLOW,Automatic,14050.0,73900.0,Coupe,Gasoline,IL,,210,1.0,0.0,0,1,1,1,1,1,1,1,1,1,0,1,0,6,1960
1961,Buick,Enclave,d1029,BLACK,Automatic,153629.0,12987.0,SUV / Crossover,Gasoline,KY,13998.0,14,5.0,1.0,1,1,1,1,1,1,1,1,1,0,0,0,0,9,1961
1962,Honda,Accord,d585,RED,CVT,27404.0,26885.0,Sedan,Gasoline,KY,,18,1.0,0.0,1,1,1,0,0,0,0,0,0,1,1,0,1,4,1962
1963,Toyota,4Runner,d290,WHITE,Automatic,45449.0,51673.0,SUV / Crossover,Gasoline,MO,,10,1.0,0.0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1963
1964,Toyota,Tacoma,d311,BLACK,Automatic,36595.0,33595.0,Pickup Truck,Gasoline,KY,33595.0,8,2.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,1964
1965,Nissan,Armada,d238,GRAY,Automatic,40583.0,41595.0,SUV / Crossover,Gasoline,KY,41595.0,71,3.0,0.0,1,1,1,1,1,1,1,1,1,0,0,1,1,3,1965
1966,Toyota,RAV4,d306,SILVER,Automatic,54512.0,22487.0,SUV / Crossover,Gasoline,MO,,51,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,1966
1967,Dodge,Durango,d651,GRAY,Automatic,203220.0,10995.0,SUV / Crossover,Gasoline,KY,10995.0,73,1.0,0.0,1,1,1,0,0,0,0,0,0,0,0,1,0,9,1967
1968,RAM,1500,d2110,WHITE,Automatic,84983.0,32995.0,Pickup Truck,Gasoline,KY,32995.0,21,1.0,0.0,0,1,1,0,1,0,0,0,1,0,0,0,0,5,1968
1969,Chevrolet,Camaro,d606,RED,Automatic,131590.0,17949.0,Coupe,Gasoline,KY,20525.0,2,3.0,2.0,1,0,1,0,1,0,0,1,0,0,0,0,0,7,1969
