,Brand,ModelName,ModelID,Color,Transmission,mileage,Price,bodyTypeName,FuelType,SellerState,MSRP,DaysOnMarket,OwnerCount,AccidentCount,Alloy Wheels,Backup Camera,Bluetooth,Heated Seats,Navigation System,Leather Seats,Blind Spot Monitoring,Sunroof/Moonroof,Remote Start,CarPlay,Android Auto,Parking Sensors,Adaptive Cruise Control,YearOld,id
10446,Jeep,Compass,d905,RED,Automatic,24285.0,29385.0,SUV / Crossover,Gasoline,IL,,21,1.0,0.0,1,1,1,1,0,1,0,0,1,0,0,0,0,3,10446
10447,Kia,Sorento Hybrid,d3106,WHITE,Automatic,31648.0,37981.0,SUV / Crossover,Hybrid,IA,38415.0,2,1.0,0.0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,10447
10448,Honda,Odyssey,d592,SILVER,Automatic,123552.0,19893.0,Minivan,Gasoline,IA,,28,2.0,0.0,1,1,1,1,1,1,1,1,0,0,0,0,0,7,10448
10449,Toyota,Camry,d292,RED,Automatic,10000.0,30975.0,Sedan,Gasoline,IL,,71,,0.0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,10449
10450,Buick,LaCrosse,d272,GRAY,Automatic,92602.0,17000.0,Sedan,Gasoline,IL,,110,3.0,0.0,1,1,1,1,1,1,1,1,1,0,0,1,1,8,10450
10451,Chevrolet,Equinox,d616,BLUE,Automatic,106002.0,19692.0,SUV / Crossover,Gasoline,IA,19692.0,82,2.0,1.0,1,1,1,0,0,0,0,0,0,1,1,0,0,4,10451
10452,Toyota,RAV4,d306,WHITE,Automatic,29947.0,30975.0,SUV / Crossover,Gasoline,IL,,77,1.0,0.0,1,1,1,0,1,0,0,1,0,0,0,0,1,4,10452
10453,Chevrolet,Silverado 1500,d630,RED,Automatic,30618.0,39795.0,Pickup Truck,Gasoline,IL,,55,1.0,0.0,1,1,1,0,0,0,0,0,1,1,1,0,0,4,10453
10454,RAM,1500,d2110,BLACK,Automatic,80720.0,23962.0,Pickup Truck,Gasoline,IL,,19,3.0,0.0,1,1,1,0,1,0,0,0,1,0,0,0,0,10,10454
10455,Chevrolet,Silverado 1500,d630,SILVER,Automatic,84974.0,33986.0,Pickup Truck,Gasoline,IL,,156,1.0,1.0,1,1,1,1,1,1,0,0,1,0,0,0,0,5,10455
10456,Jeep,Wrangler Unlimited,d2412,GRAY,Automatic,27593.0,39987.0,SUV / Crossover,Gasoline,IN,,78,1.0,0.0,1,1,1,1,0,0,0,0,1,0,0,0,0,4,10456
10457,Buick,Encore,d2128,BLACK,Automatic,51475.0,19380.0,SUV / Crossover,Gasoline,IN,,16,3.0,0.0,1,1,1,0,1,0,0,0,1,0,0,0,0,6,10457
10458,Kia,Telluride,d2830,RED,Automatic,24763.0,44838.0,SUV / Crossover,Gasoline,IN,,21,1.0,0.0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,10458
10459,Dodge,Grand Caravan,d653,WHITE,Automatic,102212.0,13995.0,Minivan,Flex Fuel Vehicle,IN,,33,3.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,10459
10460,Chevrolet,Silverado 1500,d630,BLACK,Automatic,77361.0,30995.0,Pickup Truck,Gasoline,IN,,3,1.0,0.0,1,1,1,0,1,0,0,0,0,0,0,0,0,6,10460
10461,Ford,F-250 Super Duty,d341,GRAY,Automatic,85558.0,49997.0,Pickup Truck,Biodiesel,IL,,56,1.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,10461
10462,GMC,Terrain,d2042,BLACK,Automatic,39573.0,25995.0,SUV / Crossover,Gasoline,IL,,35,1.0,1.0,1,1,1,0,0,0,0,0,0,1,1,0,0,3,10462
10463,Honda,Civic Hatchback,d2441,WHITE,CVT,54498.0,22030.0,Hatchback,Gasoline,IL,25767.0,7,2.0,0.0,1,1,1,1,0,0,0,1,1,1,1,0,0,5,10463
10464,RAM,Dakota,d2105,WHITE,Automatic,52050.0,12490.0,Pickup Truck,Gasoline,IL,,9,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10464
10465,Land Rover,Discovery Sport,d2304,BLACK,Automatic,22204.0,38959.0,SUV / Crossover,Gasoline,IL,,153,2.0,0.0,1,1,1,0,1,1,0,1,1,0,0,0,0,3,10465
10466,Porsche,Taycan,d2974,GRAY,Automatic,7022.0,119991.0,Sedan,Electric,IL,,21,1.0,0.0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,10466
10467,Chrysler,300,d165,RED,Automatic,44247.0,23499.0,Sedan,Gasoline,IL,,15,2.0,1.0,1,1,1,1,1,1,0,0,1,0,0,0,0,5,10467
10468,Dodge,Charger,d733,RED,Automatic,49285.0,26377.0,Sedan,Gasoline,IN,,58,2.0,1.0,1,1,1,0,0,0,1,1,1,1,1,0,0,3,10468
10469,Land Rover,Range Rover Sport,d834,BLACK,Automatic,47731.0,74949.0,SUV / Crossover,Gasoline,IL,,93,1.0,0.0,1,0,0,1,1,0,0,1,0,0,0,0,0,3,10469
10470,Honda,Pilot,d594,BLACK,Automatic,33860.0,41500.0,SUV / Crossover,Gasoline,IL,,34,1.0,0.0,1,1,1,1,1,1,1,1,1,1,1,0,1,3,10470
10471,Mercedes-Benz,E-Class,d76,SILVER,Automatic,28525.0,67500.0,Convertible,Gasoline,IL,,36,1.0,0.0,1,1,0,1,1,1,0,0,0,1,1,1,0,3,10471
10472,Lexus,ES Hybrid,d2721,RED,CVT,28544.0,42551.0,Sedan,Hybrid,IL,,22,1.0,0.0,1,1,1,0,1,0,1,1,0,0,0,1,0,3,10472
10473,Ford,Edge,d923,BLUE,Automatic,85077.0,24938.0,SUV / Crossover,Gasoline,IL,,105,1.0,0.0,0,1,1,0,0,0,1,0,0,0,0,1,0,3,10473
10474,Ford,Explorer,d334,WHITE,Automatic,81734.0,18377.0,SUV / Crossover,Gasoline,IN,,35,2.0,1.0,1,1,1,1,0,0,0,1,0,0,0,1,0,8,10474
10475,Ford,F-150,d337,SILVER,Automatic,20759.0,46700.0,Pickup Truck,Gasoline,IL,,139,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,10475
10476,Honda,Passport,d593,BLACK,Automatic,29160.0,38500.0,SUV / Crossover,Gasoline,MO,,27,1.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,10476
10477,Dodge,Journey,d1135,GRAY,Automatic,22006.0,26990.0,SUV / Crossover,Gasoline,MO,,58,1.0,0.0,1,1,1,1,1,1,0,1,1,0,0,0,0,2,10477
10478,Porsche,Cayenne,d410,BLUE,Automatic,10801.0,75999.0,SUV / Crossover,Gasoline,MO,,20,1.0,0.0,0,1,1,0,1,1,0,1,0,0,0,1,0,5,10478
10479,Subaru,Ascent,d2650,GRAY,CVT,13748.0,43070.0,SUV / Crossover,Gasoline,MO,,20,1.0,0.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,10479
10480,Ford,Explorer,d334,BLUE,Automatic,70653.0,19990.0,SUV / Crossover,Gasoline,MO,,173,1.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,8,10480
10481,Ford,F-350 Super Duty,d343,WHITE,Automatic,239408.0,26000.0,Pickup Truck,Biodiesel,MO,,16,4.0,2.0,1,0,1,0,0,0,0,0,0,0,0,1,0,11,10481
10482,Jeep,Gladiator,d2021,WHITE,Automatic,16621.0,47500.0,Pickup Truck,Gasoline,MO,,20,1.0,0.0,1,1,1,1,1,1,1,0,1,1,1,1,0,2,10482
10483,Kia,Sportage,d164,BLUE,Automatic,46783.0,24994.0,SUV / Crossover,Gasoline,MO,,162,2.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,10483
10484,Ford,Explorer,d334,BLUE,Automatic,54280.0,34511.0,SUV / Crossover,Gasoline,MO,,179,2.0,0.0,1,1,1,1,1,1,0,1,1,1,1,0,0,4,10484
10485,Chevrolet,Silverado 1500,d630,GRAY,Automatic,109550.0,13613.0,Pickup Truck,Flex Fuel Vehicle,IL,,60,3.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,10485
10486,Jeep,Compass,d905,BLUE,Automatic,30588.0,25794.0,SUV / Crossover,Gasoline,IL,,228,1.0,0.0,1,1,1,0,1,0,1,0,0,1,1,1,0,4,10486
10487,Nissan,Versa,d937,RED,CVT,21696.0,18497.0,Sedan,Gasoline,IL,,57,1.0,0.0,1,1,1,0,0,0,0,0,0,1,1,0,0,3,10487
10488,Ford,Edge,d923,BLACK,Automatic,127539.0,15990.0,SUV / Crossover,Gasoline,IL,,18,2.0,0.0,1,1,1,1,0,0,0,0,0,0,0,1,0,7,10488
10489,Ford,Transit Passenger,d2270,SILVER,Automatic,49638.0,38962.0,Van,Gasoline,IL,,19,3.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,10489
10490,Chevrolet,Malibu,d622,BLACK,CVT,58434.0,23998.0,Sedan,Gasoline,IL,,20,1.0,0.0,1,1,0,1,0,0,0,0,0,1,1,0,0,2,10490
10491,Jeep,Wrangler Unlimited,d2412,YELLOW,Automatic,9183.0,51497.0,SUV / Crossover,Gasoline,IL,,109,1.0,0.0,1,1,1,0,1,0,0,0,1,1,1,0,0,4,10491
10492,Toyota,Corolla,d295,WHITE,CVT,61146.0,20950.0,Sedan,Gasoline,IL,,30,1.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,10492
10493,Ford,F-150,d337,BLACK,Automatic,45181.0,35962.0,Pickup Truck,Gasoline,IL,,19,,0.0,1,1,0,1,1,0,0,0,1,0,0,0,0,5,10493
10494,Ford,Fusion Hybrid,d2702,RED,CVT,17530.0,21995.0,Sedan,Hybrid,IL,,76,1.0,0.0,1,1,1,0,0,0,0,0,1,0,0,0,0,5,10494
10495,Chevrolet,Silverado 1500,d630,UNKNOWN,Automatic,30443.0,42998.0,Pickup Truck,Gasoline,IL,,40,1.0,0.0,1,1,1,0,0,0,0,0,0,1,1,0,0,2,10495
10496,Nissan,Rogue,d1047,BLUE,CVT,89535.0,21495.0,SUV / Crossover,Gasoline,IL,,114,2.0,0.0,1,1,1,1,1,1,1,0,1,1,1,0,1,4,10496
10497,Ford,Explorer,d334,WHITE,Automatic,12499.0,52725.0,SUV / Crossover,Gasoline,IL,56650.0,71,2.0,0.0,1,1,0,1,1,0,0,1,0,1,1,0,0,2,10497
10498,Hyundai,Tucson,d98,WHITE,Automatic,72683.0,22995.0,SUV / Crossover,Gasoline,IL,,40,2.0,0.0,1,1,1,0,0,0,0,0,0,1,1,0,0,3,10498
10499,Chevrolet,Trax,d2272,GRAY,Automatic,67683.0,16995.0,SUV / Crossover,Gasoline,IL,,36,1.0,0.0,1,1,1,0,1,0,0,0,1,0,0,1,0,6,10499
10500,Hyundai,Santa Fe Sport,d2383,SILVER,Automatic,80495.0,19962.0,SUV / Crossover,Gasoline,IL,,105,2.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,4,10500
10501,Chevrolet,Silverado 1500,d630,BLUE,Automatic,103419.0,29000.0,Pickup Truck,Gasoline,IL,31590.0,113,1.0,1.0,1,1,1,0,1,0,0,0,1,0,0,0,0,6,10501
10502,RAM,1500,d2110,BLACK,Automatic,87033.0,25500.0,Pickup Truck,Biodiesel,IL,,18,1.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,8,10502
10503,RAM,1500,d2110,WHITE,Automatic,131894.0,35262.0,Pickup Truck,Gasoline,IL,,75,1.0,0.0,1,1,1,0,0,0,0,0,1,1,1,0,0,3,10503
10504,Honda,CR-V,d589,GRAY,CVT,28923.0,37252.0,SUV / Crossover,Gasoline,IL,39996.0,2,1.0,0.0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,10504
10505,Chevrolet,Suburban,d638,UNKNOWN,Automatic,155052.0,22975.0,SUV / Crossover,Flex Fuel Vehicle,IL,,21,2.0,1.0,1,1,1,1,1,1,1,1,1,0,0,1,0,8,10505
10506,RAM,1500,d2110,RED,Automatic,20493.0,43750.0,Pickup Truck,Flex Fuel Vehicle,IL,,168,1.0,0.0,1,1,1,1,0,0,0,0,1,1,0,1,0,2,10506
10507,Dodge,Durango,d651,UNKNOWN,Automatic,5385.0,49350.0,SUV / Crossover,Gasoline,IL,,146,1.0,0.0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,10507
10508,Jeep,Grand Cherokee,d490,RED,Automatic,10357.0,40428.0,SUV / Crossover,Gasoline,IL,,36,1.0,0.0,1,1,1,1,1,1,1,0,1,1,1,0,0,3,10508
10509,Chevrolet,Trax,d2272,WHITE,Automatic,64505.0,15724.0,SUV / Crossover,Gasoline,IL,,13,3.0,1.0,1,1,1,0,1,0,0,1,1,0,0,1,0,7,10509
10510,Ford,F-150,d337,WHITE,Automatic,12630.0,63963.0,Pickup Truck,Hybrid,IL,,7,1.0,0.0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,10510
10511,Ford,Expedition,d333,WHITE,Automatic,9823.0,73973.0,SUV / Crossover,Gasoline,IL,,1,1.0,0.0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,10511
10512,Ford,Ranger,d354,ORANGE,Automatic,3761.0,43943.0,Pickup Truck,Gasoline,IL,,7,1.0,0.0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,10512
10513,Chevrolet,Corvette,d1,WHITE,Automatic,6500.0,73989.0,Coupe,Gasoline,IL,,197,2.0,0.0,1,1,1,0,1,1,0,0,1,0,0,0,0,6,10513
10514,Mercedes-Benz,GLE-Class,d2317,BLACK,Automatic,79741.0,40000.0,SUV / Crossover,Gasoline,IL,,255,1.0,0.0,1,1,0,1,1,1,1,1,0,1,1,1,0,5,10514
10515,Jeep,Wrangler Unlimited,d2412,GRAY,Automatic,24264.0,43977.0,SUV / Crossover,Gasoline,IL,,9,1.0,0.0,1,1,1,0,1,0,0,0,1,1,1,0,0,3,10515
10516,Toyota,RAV4 Hybrid,d2318,WHITE,CVT,25999.0,41797.0,SUV / Crossover,Hybrid,IL,,103,2.0,0.0,1,1,1,1,1,0,1,1,0,1,1,0,1,2,10516
10517,Jeep,Wrangler Unlimited,d2412,BLACK,Automatic,41290.0,43995.0,SUV / Crossover,Gasoline,IL,,57,2.0,0.0,1,1,1,0,1,0,0,0,0,1,1,0,0,4,10517
10518,Jeep,Wrangler Unlimited,d2412,GRAY,Automatic,111736.0,25777.0,SUV / Crossover,Gasoline,IN,,7,2.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,10518
10519,Toyota,RAV4,d306,RED,Automatic,22614.0,27995.0,SUV / Crossover,Gasoline,IL,,40,1.0,0.0,1,1,1,0,0,0,1,1,0,0,0,0,1,4,10519
10520,Ford,Fusion,d845,BLUE,Automatic,77828.0,16800.0,Sedan,Gasoline,IL,19075.0,20,3.0,0.0,1,1,1,1,0,0,0,0,1,0,0,0,0,5,10520
10521,Subaru,Forester,d374,BLACK,CVT,67252.0,28252.0,SUV / Crossover,Gasoline,IL,28543.0,163,1.0,0.0,1,1,1,1,0,0,1,1,0,1,1,0,1,3,10521
10522,Ford,Escape,d330,GRAY,Automatic,37574.0,22440.0,SUV / Crossover,Gasoline,IL,,81,2.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0,5,10522
10523,INFINITI,QX60,d2243,WHITE,Automatic,94750.0,21900.0,SUV / Crossover,Gasoline,KY,,0,2.0,0.0,1,1,1,1,0,1,0,1,0,0,0,0,0,6,10523
10524,Ford,F-150,d337,BLACK,Automatic,105911.0,24900.0,Pickup Truck,Gasoline,IN,,110,1.0,0.0,1,1,1,1,1,0,0,1,0,0,0,1,0,8,10524
10525,Chevrolet,Silverado 1500,d630,WHITE,Automatic,6785.0,41900.0,Pickup Truck,Gasoline,IL,,198,1.0,0.0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,10525
10526,Honda,Accord,d585,GRAY,CVT,31506.0,23730.0,Sedan,Gasoline,IL,28563.0,47,1.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,1,3,10526
10527,Kia,K5,d3092,WHITE,Automatic,9075.0,33904.0,Sedan,Gasoline,IL,,93,1.0,0.0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,10527
10528,Jaguar,F-PACE,d2360,WHITE,Automatic,14362.0,58507.0,SUV / Crossover,Gasoline,IL,61997.0,40,1.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,10528
10529,Ford,Explorer,d334,BLACK,Automatic,52244.0,29000.0,SUV / Crossover,Gasoline,IL,,61,2.0,0.0,1,1,1,1,0,1,0,0,1,0,0,1,0,6,10529
10530,Chevrolet,Silverado 2500HD,d634,WHITE,Automatic,120457.0,15895.0,Pickup Truck,Gasoline,IL,15895.0,15,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10530
10531,Mercedes-Benz,E-Class,d76,BLUE,Automatic,54642.0,18900.0,Sedan,Gasoline,IL,,18,2.0,0.0,1,0,1,1,1,1,0,1,0,0,0,0,0,10,10531
10532,Chevrolet,Tahoe,d639,BLACK,Automatic,134612.0,27997.0,SUV / Crossover,Flex Fuel Vehicle,IL,,101,2.0,0.0,1,1,1,1,1,1,0,0,1,0,0,1,0,7,10532
10533,Nissan,Versa,d937,SILVER,Automatic,19633.0,15991.0,Sedan,Gasoline,IL,,21,3.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,10533
10534,Audi,A5,d1034,WHITE,Automatic,74538.0,19955.0,Coupe,Flex Fuel Vehicle,IL,,71,2.0,0.0,1,1,1,1,1,1,0,1,0,0,0,0,0,8,10534
10535,RAM,ProMaster,d2229,WHITE,Automatic,60812.0,36999.0,Van,Gasoline,WI,43983.0,36,1.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,10535
10536,Jeep,Grand Cherokee,d490,SILVER,Automatic,17581.0,40497.0,SUV / Crossover,Gasoline,IL,,142,1.0,0.0,1,1,1,1,1,1,1,1,1,1,1,0,0,2,10536
10537,Honda,Civic,d586,WHITE,CVT,15620.0,23498.0,Sedan,Gasoline,WI,25898.0,67,1.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,10537
10538,Honda,Civic,d586,SILVER,Automatic,131452.0,8788.0,Sedan,Gasoline,WI,10998.0,7,2.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,10538
10539,Honda,Civic,d586,GRAY,CVT,25077.0,23498.0,Sedan,Gasoline,WI,25898.0,67,1.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,10539
10540,Kia,Sorento,d162,GRAY,N/A,90985.0,19978.0,SUV / Crossover,Gasoline,IN,,71,1.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,4,10540
10541,Mitsubishi,Outlander Sport,d2093,BLACK,CVT,80820.0,13108.0,SUV / Crossover,Gasoline,IN,,4,1.0,1.0,1,0,1,1,0,1,0,0,0,0,0,0,0,10,10541
10542,Mitsubishi,Eclipse Cross,d2666,RED,CVT,59659.0,22088.0,SUV / Crossover,Gasoline,IN,,4,1.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,10542
10543,Volkswagen,Tiguan,d1104,BLACK,Automatic,10745.0,32923.0,SUV / Crossover,Gasoline,WI,36995.0,6,1.0,0.0,1,1,1,1,1,1,1,1,0,1,1,0,0,3,10543
10544,Chevrolet,Silverado 1500,d630,RED,Automatic,21571.0,44991.0,Pickup Truck,Gasoline,IL,44991.0,48,1.0,1.0,1,1,1,0,0,0,0,0,1,0,0,0,0,2,10544
10545,Mercedes-Benz,C-Class,d66,BLACK,Automatic,14910.0,33900.0,Sedan,Gasoline,IL,,71,,0.0,0,1,1,1,1,1,1,1,0,0,0,1,0,4,10545
10546,Mazda,MAZDA6,d215,BLACK,Automatic,28982.0,23500.0,Sedan,Gasoline,IL,,79,1.0,0.0,1,1,1,1,0,0,1,1,0,1,1,0,1,4,10546
10547,Mercedes-Benz,GLS-Class,d2421,BLUE,Automatic,43265.0,53987.0,SUV / Crossover,Gasoline,IL,,114,1.0,0.0,1,1,0,1,1,0,1,1,0,1,1,1,0,4,10547
10548,Jeep,Renegade,d2268,BLACK,Automatic,15556.0,23895.0,SUV / Crossover,Gasoline,IL,23895.0,69,1.0,0.0,1,1,1,1,0,0,0,0,1,1,1,0,0,2,10548
10549,GMC,Sierra 1500,d116,WHITE,Automatic,25286.0,54290.0,Pickup Truck,Gasoline,WI,,118,1.0,0.0,1,1,1,1,0,1,0,1,1,1,1,0,0,3,10549
10550,Ford,Edge,d923,WHITE,Automatic,71915.0,19502.0,SUV / Crossover,Gasoline,IL,21990.0,11,2.0,0.0,1,1,1,1,1,1,1,0,1,0,0,1,0,7,10550
10551,Lexus,GX,d2063,BLACK,Automatic,18312.0,55499.0,SUV / Crossover,Gasoline,IL,,1,2.0,0.0,0,0,1,1,1,0,0,1,0,0,0,0,0,2,10551
10552,Toyota,Highlander,d298,GRAY,Automatic,38311.0,39499.0,SUV / Crossover,Gasoline,WI,42990.0,84,1.0,0.0,1,1,1,1,1,1,1,1,0,0,0,0,1,3,10552
10553,Chevrolet,Suburban,d638,WHITE,Automatic,81563.0,44499.0,SUV / Crossover,Gasoline,IL,,81,2.0,0.0,1,1,1,1,0,1,0,1,1,1,1,1,0,4,10553
10554,GMC,Acadia,d925,WHITE,Automatic,95340.0,36000.0,SUV / Crossover,Gasoline,IL,,47,1.0,0.0,1,1,1,1,1,0,0,1,0,1,1,0,0,3,10554
10555,Toyota,Corolla,d295,SILVER,CVT,54236.0,20950.0,Sedan,Gasoline,IL,,29,1.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,10555
10556,Mazda,CX-3,d2301,RED,Automatic,42382.0,23794.0,SUV / Crossover,Gasoline,IL,,179,1.0,0.0,1,1,1,1,0,1,1,1,0,0,0,0,0,3,10556
10557,Mitsubishi,Outlander Sport,d2093,BROWN,CVT,17505.0,20962.0,SUV / Crossover,Gasoline,IL,,0,1.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0,3,10557
10558,Ford,Mustang Shelby GT500,d924,BLUE,Automatic,3954.0,88962.0,Coupe,Gasoline,IL,,76,1.0,0.0,1,1,1,1,1,1,1,0,1,0,0,0,0,2,10558
10559,Ford,Explorer,d334,WHITE,Automatic,124740.0,14962.0,SUV / Crossover,Gasoline,IL,,25,1.0,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0,9,10559
10560,Ford,F-150,d337,BLUE,Automatic,16478.0,72988.0,Pickup Truck,Gasoline,IL,,42,1.0,0.0,1,1,1,1,1,0,1,1,1,1,1,1,1,3,10560
10561,Chevrolet,Traverse,d1521,SILVER,Automatic,22795.0,38376.0,SUV / Crossover,Gasoline,IL,39995.0,1,1.0,0.0,1,1,1,1,0,0,1,0,1,1,1,0,0,3,10561
10562,Chevrolet,Tahoe,d639,BLACK,Automatic,113606.0,35579.0,SUV / Crossover,Flex Fuel Vehicle,IL,37990.0,140,3.0,0.0,1,1,1,1,1,1,1,0,1,0,0,1,0,7,10562
10563,Chevrolet,Silverado 1500,d630,BLACK,Automatic,49341.0,43052.0,Pickup Truck,Gasoline,IL,44554.0,15,1.0,0.0,1,1,1,1,1,1,0,0,1,0,0,0,0,5,10563
10564,Nissan,Kicks,d2660,GRAY,CVT,11423.0,20995.0,SUV / Crossover,Gasoline,IL,,59,1.0,0.0,0,1,1,0,0,0,1,0,0,0,0,0,0,2,10564
10565,Nissan,Titan,d251,BLACK,Automatic,73998.0,33800.0,Pickup Truck,Gasoline,WI,39998.0,5,1.0,0.0,1,1,1,1,1,1,1,0,1,0,0,0,0,6,10565
10566,Nissan,Altima,d237,GRAY,CVT,26457.0,25990.0,Sedan,Gasoline,IL,,147,1.0,0.0,1,1,1,0,0,0,1,0,1,1,1,1,0,2,10566
10567,Dodge,Grand Caravan,d653,SILVER,Automatic,62235.0,22756.0,Minivan,Flex Fuel Vehicle,IL,,40,1.0,0.0,1,1,1,0,0,1,0,0,1,0,0,0,0,3,10567
10568,Audi,S3,d1183,BLACK,Dual,60844.0,28900.0,Sedan,Gasoline,IL,,78,3.0,0.0,0,1,1,1,0,1,0,1,0,0,0,1,0,6,10568
10569,Lincoln,MKZ,d974,RED,Automatic,25593.0,28498.0,Sedan,Gasoline,WI,30900.0,156,1.0,0.0,0,1,1,1,1,1,0,0,1,1,1,1,1,4,10569
10570,Hyundai,Genesis Coupe,d2034,RED,Manual,58992.0,22395.0,Coupe,Gasoline,IL,,114,5.0,1.0,1,0,1,0,0,1,0,0,0,0,0,0,0,6,10570
10571,RAM,1500,d2110,RED,Automatic,62248.0,30494.0,Pickup Truck,Gasoline,IL,,204,1.0,0.0,1,1,1,0,0,0,0,0,1,0,0,1,0,8,10571
10572,Ford,F-150,d337,BLACK,Automatic,74321.0,39962.0,Pickup Truck,Gasoline,IL,,211,1.0,0.0,1,1,0,1,1,0,0,1,0,1,1,0,0,4,10572
10573,Buick,LaCrosse,d272,WHITE,Automatic,37718.0,26994.0,Sedan,Gasoline,IL,,179,1.0,0.0,1,1,1,1,1,1,0,0,1,1,1,1,0,5,10573
10574,Lincoln,Corsair,d2884,WHITE,Automatic,20172.0,43962.0,SUV / Crossover,Gasoline,IL,,94,1.0,0.0,1,1,1,1,1,1,1,1,1,0,0,0,0,2,10574
10575,RAM,1500,d2110,BLACK,Automatic,56741.0,46994.0,Pickup Truck,Gasoline,IL,,95,1.0,0.0,1,1,1,1,0,1,0,0,1,1,1,0,0,2,10575
10576,Jeep,Wrangler Unlimited,d2412,BLACK,Automatic,118324.0,29995.0,SUV / Crossover,Gasoline,IL,,111,1.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,10576
10577,Subaru,Outback,d380,BLACK,CVT,20112.0,41500.0,SUV / Crossover,Gasoline,IL,,18,1.0,0.0,1,1,1,1,1,1,1,1,1,1,1,0,1,2,10577
10578,Nissan,Rogue,d1047,BLACK,CVT,52087.0,21895.0,SUV / Crossover,Gasoline,IL,,145,2.0,1.0,1,1,1,1,0,0,1,0,1,1,1,0,0,4,10578
10579,Nissan,Frontier,d240,SILVER,Automatic,5903.0,31987.0,Pickup Truck,Gasoline,IL,,18,2.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0,3,10579
10580,Chevrolet,Suburban,d638,WHITE,N/A,5698.0,78995.0,SUV / Crossover,Gasoline,IL,,36,1.0,0.0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,10580
10581,Jeep,Wrangler Unlimited,d2412,UNKNOWN,Automatic,69712.0,36990.0,SUV / Crossover,Gasoline,IL,,2,1.0,0.0,1,0,1,1,1,1,0,0,1,0,0,0,0,5,10581
10582,INFINITI,QX30,d2356,BLACK,Automatic,27956.0,30000.0,SUV / Crossover,Gasoline,IL,,72,2.0,0.0,1,1,1,1,1,1,1,1,0,0,0,1,0,4,10582
10583,Ford,Explorer Hybrid,d2786,GRAY,Automatic,6226.0,51962.0,SUV / Crossover,Hybrid,IL,,22,1.0,0.0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,10583
10584,Ford,F-150,d337,SILVER,Automatic,10451.0,53390.0,Pickup Truck,Flex Fuel Vehicle,IL,,305,1.0,0.0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,10584
10585,Toyota,Sienna,d308,BLACK,Automatic,31840.0,40000.0,Minivan,Gasoline,IL,42999.0,1,2.0,1.0,1,1,1,1,1,1,1,1,0,0,0,0,0,3,10585
10586,GMC,Canyon,d103,WHITE,Automatic,11842.0,39650.0,Pickup Truck,Gasoline,IL,,21,1.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,10586
10587,Toyota,4Runner,d290,BLACK,Automatic,16955.0,50500.0,SUV / Crossover,Gasoline,IL,,16,1.0,0.0,1,1,0,1,1,1,0,1,0,1,1,1,0,2,10587
